"","revenue","cost.price","material.expenditures","labor.expenses","labor.costs","social.taxes","depreciation","other.expenditures","selling.expenses","management.expenses","full.cost.price","Income","other.i.e","net.profit","assets","capital.assets","fixed.assets","intangible.assets","current.assets","stock","raw.materials","unfinished.production","receivables","accounts.payable","cash","mobile.working.capital","short.term.investments","VAT.purchased","short.term.receivables","working.capital","charter.capital","short.term.liabilities","long.term.liabilities","borrowed.capital","revenue.of.the.future.periods","future.expenses","Dso","DSp","DSv","dDS","tax.on.profits","VAT","Social.tax","sector"
"738","0.013","0.008","0.003","0.002","0.002","0.001","0.001","0.001","0.000","0.000","0.009","0.006","0.000","0.004","0.035","0.002","0.001","0.000","0.036","0.001","0.001","0.000","0.032","0.007","0.004","0.002","0.003","0.000","0.028","0.029","0.027","0.010","0.000","0.009","0.000","0.000","0.004","0.013","0.008","0.005","0.001","0.002","0.000","0.000"
"739","0.012","0.008","0.003","0.003","0.002","0.001","0.001","0.002","0.000","0.000","0.008","0.006","0.000","0.004","0.032","0.002","0.001","0.000","0.028","0.001","0.001","0.000","0.031","0.010","0.004","0.001","0.003","0.000","0.026","0.022","0.029","0.008","0.000","0.008","0.000","0.000","0.004","0.014","0.008","0.006","0.001","0.002","0.001","0.000"
"740","0.015","0.007","0.003","0.002","0.002","0.000","0.001","0.001","0.000","0.000","0.007","0.004","0.000","0.003","0.031","0.002","0.001","0.000","0.038","0.001","0.001","0.001","0.030","0.008","0.004","0.001","0.003","0.000","0.033","0.029","0.039","0.009","0.000","0.007","0.000","0.000","0.003","0.011","0.008","0.006","0.001","0.002","0.001","0.000"
"741","0.016","0.009","0.003","0.002","0.002","0.000","0.001","0.002","0.000","0.000","0.007","0.004","0.000","0.005","0.042","0.002","0.001","0.000","0.032","0.001","0.001","0.000","0.031","0.010","0.003","0.002","0.002","0.000","0.031","0.031","0.033","0.009","0.000","0.008","0.000","0.000","0.004","0.013","0.008","0.005","0.001","0.002","0.001","0.000"
"742","0.017","0.007","0.004","0.002","0.003","0.000","0.001","0.001","0.000","0.000","0.006","0.004","0.000","0.004","0.036","0.002","0.001","0.000","0.040","0.001","0.001","0.000","0.035","0.008","0.006","0.001","0.002","0.000","0.019","0.028","0.039","0.009","0.000","0.007","0.000","0.000","0.003","0.015","0.009","0.005","0.001","0.001","0.000","0.000"
"743","0.013","0.009","0.002","0.003","0.002","0.001","0.001","0.001","0.000","0.000","0.009","0.005","0.000","0.004","0.037","0.002","0.001","0.000","0.026","0.002","0.001","0.000","0.026","0.008","0.003","0.001","0.003","0.000","0.025","0.028","0.030","0.008","0.000","0.009","0.000","0.000","0.005","0.014","0.007","0.008","0.001","0.002","0.001","0.000"
"744","0.013","0.010","0.004","0.003","0.002","0.001","0.001","0.001","0.000","0.000","0.007","0.005","0.000","0.005","0.045","0.002","0.001","0.000","0.049","0.001","0.001","0.000","0.031","0.009","0.004","0.001","0.003","0.000","0.023","0.028","0.026","0.008","0.000","0.009","0.000","0.000","0.004","0.013","0.006","0.007","0.001","0.002","0.001","0.000"
"745","0.014","0.007","0.004","0.002","0.002","0.001","0.001","0.001","0.000","0.000","0.008","0.005","0.000","0.004","0.038","0.002","0.001","0.000","0.036","0.001","0.001","0.000","0.025","0.007","0.005","0.002","0.003","0.000","0.021","0.024","0.027","0.008","0.000","0.011","0.000","0.000","0.005","0.010","0.010","0.006","0.001","0.002","0.001","0.000"
"746","0.015","0.007","0.003","0.002","0.002","0.000","0.001","0.001","0.000","0.000","0.007","0.006","0.000","0.003","0.037","0.002","0.001","0.000","0.033","0.002","0.001","0.000","0.023","0.008","0.003","0.001","0.004","0.000","0.026","0.023","0.025","0.010","0.000","0.011","0.000","0.000","0.004","0.014","0.008","0.006","0.001","0.002","0.000","0.000"
"747","0.011","0.009","0.004","0.002","0.002","0.001","0.001","0.001","0.000","0.000","0.007","0.005","0.000","0.004","0.038","0.002","0.001","0.000","0.041","0.001","0.001","0.000","0.027","0.006","0.005","0.002","0.004","0.000","0.025","0.023","0.030","0.008","0.000","0.008","0.000","0.000","0.005","0.014","0.006","0.005","0.001","0.002","0.000","0.000"
"748","0.016","0.011","0.003","0.003","0.002","0.000","0.001","0.001","0.000","0.000","0.007","0.006","0.000","0.004","0.036","0.002","0.001","0.000","0.031","0.001","0.001","0.000","0.024","0.009","0.004","0.002","0.003","0.000","0.031","0.027","0.029","0.007","0.000","0.009","0.000","0.000","0.004","0.014","0.007","0.006","0.001","0.001","0.001","0.000"
"749","0.013","0.009","0.004","0.002","0.002","0.000","0.001","0.001","0.000","0.000","0.008","0.004","0.000","0.004","0.037","0.002","0.001","0.000","0.037","0.001","0.001","0.000","0.031","0.009","0.003","0.001","0.003","0.000","0.025","0.022","0.032","0.010","0.000","0.009","0.000","0.000","0.004","0.013","0.008","0.005","0.001","0.001","0.001","0.000"
"750","0.014","0.009","0.003","0.002","0.002","0.000","0.001","0.001","0.000","0.000","0.008","0.005","0.000","0.004","0.035","0.002","0.001","0.000","0.033","0.001","0.001","0.000","0.021","0.008","0.005","0.001","0.003","0.000","0.025","0.026","0.028","0.008","0.000","0.010","0.000","0.000","0.003","0.014","0.008","0.005","0.001","0.002","0.001","0.000"
"751","0.012","0.007","0.003","0.003","0.001","0.000","0.001","0.001","0.000","0.000","0.011","0.005","0.000","0.003","0.040","0.002","0.001","0.000","0.036","0.001","0.001","0.000","0.038","0.008","0.002","0.001","0.003","0.000","0.029","0.031","0.031","0.010","0.000","0.008","0.000","0.000","0.005","0.015","0.007","0.006","0.001","0.002","0.001","0.000"
"752","0.012","0.010","0.003","0.003","0.002","0.001","0.001","0.001","0.000","0.000","0.008","0.005","0.000","0.005","0.039","0.001","0.001","0.000","0.029","0.001","0.001","0.000","0.020","0.009","0.004","0.002","0.003","0.000","0.024","0.029","0.037","0.011","0.000","0.008","0.000","0.000","0.005","0.011","0.008","0.007","0.001","0.002","0.001","0.000"
"753","0.016","0.009","0.004","0.002","0.002","0.001","0.001","0.001","0.000","0.000","0.008","0.005","0.000","0.004","0.042","0.002","0.001","0.000","0.038","0.002","0.001","0.001","0.025","0.012","0.004","0.001","0.003","0.000","0.036","0.026","0.023","0.007","0.000","0.010","0.000","0.000","0.003","0.018","0.006","0.008","0.001","0.002","0.001","0.000"
"754","0.012","0.009","0.003","0.002","0.002","0.000","0.002","0.001","0.000","0.000","0.007","0.006","0.000","0.004","0.034","0.002","0.001","0.000","0.042","0.001","0.001","0.000","0.033","0.010","0.005","0.001","0.003","0.000","0.021","0.035","0.036","0.010","0.000","0.007","0.000","0.000","0.003","0.011","0.008","0.005","0.001","0.002","0.000","0.000"
"755","0.010","0.009","0.004","0.003","0.002","0.001","0.001","0.001","0.000","0.000","0.007","0.006","0.000","0.004","0.038","0.003","0.001","0.000","0.019","0.001","0.001","0.001","0.029","0.009","0.005","0.001","0.003","0.000","0.027","0.018","0.018","0.008","0.000","0.009","0.000","0.000","0.004","0.009","0.006","0.007","0.001","0.002","0.001","0.000"
"756","0.015","0.009","0.003","0.003","0.002","0.001","0.001","0.001","0.000","0.000","0.006","0.005","0.000","0.003","0.040","0.002","0.001","0.000","0.028","0.001","0.001","0.000","0.030","0.008","0.005","0.001","0.003","0.000","0.036","0.027","0.037","0.007","0.000","0.009","0.000","0.000","0.004","0.013","0.006","0.006","0.001","0.002","0.001","0.000"
"757","0.014","0.009","0.003","0.002","0.002","0.001","0.001","0.001","0.000","0.000","0.010","0.005","0.000","0.004","0.043","0.003","0.001","0.000","0.034","0.001","0.001","0.000","0.028","0.007","0.003","0.001","0.003","0.000","0.032","0.021","0.022","0.009","0.000","0.008","0.000","0.000","0.004","0.016","0.008","0.006","0.001","0.002","0.001","0.000"
"758","0.014","0.009","0.003","0.003","0.002","0.001","0.001","0.001","0.000","0.000","0.007","0.005","0.000","0.004","0.044","0.001","0.001","0.000","0.038","0.002","0.001","0.000","0.020","0.008","0.004","0.001","0.003","0.000","0.030","0.025","0.037","0.009","0.000","0.008","0.000","0.000","0.004","0.010","0.006","0.006","0.001","0.002","0.001","0.000"
"759","0.015","0.007","0.003","0.002","0.002","0.001","0.001","0.001","0.000","0.000","0.008","0.006","0.000","0.004","0.033","0.002","0.001","0.000","0.045","0.002","0.001","0.000","0.028","0.006","0.004","0.002","0.003","0.000","0.030","0.034","0.036","0.008","0.000","0.009","0.000","0.000","0.005","0.011","0.010","0.005","0.001","0.002","0.001","0.000"
"760","0.016","0.007","0.003","0.002","0.001","0.000","0.001","0.001","0.000","0.000","0.010","0.006","0.000","0.005","0.034","0.002","0.001","0.000","0.029","0.002","0.001","0.000","0.031","0.007","0.004","0.001","0.003","0.000","0.027","0.030","0.025","0.006","0.000","0.008","0.000","0.000","0.003","0.013","0.005","0.007","0.001","0.002","0.001","0.000"
"761","0.013","0.009","0.003","0.002","0.002","0.000","0.001","0.001","0.000","0.000","0.008","0.004","0.000","0.004","0.040","0.002","0.001","0.000","0.028","0.001","0.001","0.000","0.026","0.006","0.005","0.001","0.003","0.000","0.023","0.024","0.030","0.007","0.000","0.007","0.000","0.000","0.005","0.011","0.009","0.006","0.001","0.002","0.001","0.000"
"762","0.013","0.007","0.003","0.002","0.002","0.001","0.001","0.001","0.000","0.000","0.008","0.004","0.000","0.005","0.039","0.002","0.001","0.000","0.032","0.001","0.001","0.000","0.035","0.009","0.004","0.001","0.003","0.000","0.024","0.029","0.026","0.008","0.000","0.009","0.000","0.000","0.003","0.012","0.007","0.005","0.001","0.002","0.001","0.000"
"763","0.012","0.010","0.004","0.003","0.001","0.000","0.001","0.001","0.000","0.000","0.005","0.004","0.000","0.005","0.040","0.002","0.001","0.000","0.030","0.001","0.001","0.000","0.029","0.008","0.003","0.002","0.003","0.000","0.029","0.025","0.034","0.009","0.000","0.008","0.000","0.000","0.004","0.011","0.008","0.006","0.001","0.002","0.001","0.000"
"764","0.012","0.009","0.003","0.002","0.002","0.001","0.001","0.001","0.000","0.000","0.010","0.006","0.000","0.003","0.033","0.002","0.001","0.000","0.038","0.001","0.001","0.000","0.027","0.007","0.004","0.001","0.004","0.000","0.030","0.030","0.021","0.009","0.000","0.009","0.000","0.000","0.005","0.011","0.009","0.007","0.001","0.002","0.001","0.000"
"765","0.013","0.007","0.003","0.003","0.001","0.000","0.001","0.001","0.000","0.000","0.007","0.006","0.000","0.004","0.038","0.002","0.001","0.000","0.028","0.001","0.001","0.000","0.030","0.008","0.005","0.001","0.003","0.000","0.023","0.021","0.025","0.009","0.000","0.007","0.000","0.000","0.005","0.013","0.006","0.005","0.001","0.002","0.001","0.000"
"766","0.011","0.011","0.003","0.002","0.002","0.000","0.001","0.001","0.000","0.000","0.008","0.004","0.000","0.004","0.032","0.002","0.001","0.000","0.031","0.001","0.001","0.000","0.027","0.011","0.004","0.001","0.002","0.000","0.027","0.032","0.027","0.009","0.000","0.008","0.000","0.000","0.004","0.011","0.006","0.006","0.001","0.002","0.001","0.000"
"767","0.012","0.009","0.003","0.003","0.002","0.001","0.001","0.001","0.000","0.000","0.007","0.005","0.000","0.005","0.044","0.002","0.001","0.000","0.029","0.001","0.001","0.001","0.028","0.006","0.003","0.002","0.002","0.000","0.035","0.037","0.027","0.010","0.000","0.011","0.000","0.000","0.004","0.009","0.008","0.005","0.001","0.002","0.000","0.000"
"768","0.017","0.007","0.002","0.002","0.002","0.001","0.001","0.001","0.000","0.000","0.009","0.006","0.000","0.004","0.045","0.002","0.001","0.000","0.035","0.001","0.001","0.000","0.028","0.010","0.003","0.001","0.004","0.000","0.023","0.030","0.033","0.011","0.000","0.009","0.000","0.000","0.004","0.012","0.007","0.005","0.001","0.002","0.000","0.000"
"769","0.011","0.008","0.003","0.003","0.002","0.001","0.001","0.001","0.000","0.000","0.009","0.005","0.000","0.003","0.036","0.002","0.001","0.000","0.040","0.002","0.001","0.000","0.028","0.008","0.005","0.002","0.003","0.000","0.028","0.031","0.027","0.007","0.000","0.009","0.000","0.000","0.004","0.015","0.005","0.005","0.001","0.001","0.001","0.000"
"770","0.013","0.006","0.003","0.003","0.002","0.000","0.001","0.002","0.000","0.000","0.008","0.004","0.000","0.003","0.038","0.002","0.002","0.000","0.045","0.001","0.001","0.000","0.028","0.009","0.004","0.001","0.003","0.000","0.034","0.024","0.030","0.009","0.000","0.008","0.000","0.000","0.006","0.013","0.009","0.006","0.001","0.002","0.001","0.000"
"771","0.016","0.008","0.002","0.003","0.002","0.001","0.001","0.001","0.000","0.000","0.008","0.005","0.000","0.004","0.034","0.002","0.001","0.000","0.033","0.001","0.001","0.000","0.025","0.009","0.005","0.001","0.003","0.000","0.022","0.033","0.036","0.008","0.000","0.008","0.000","0.000","0.004","0.013","0.008","0.005","0.001","0.002","0.000","0.000"
"772","0.013","0.008","0.002","0.002","0.002","0.000","0.001","0.001","0.000","0.000","0.008","0.006","0.000","0.005","0.040","0.002","0.001","0.000","0.032","0.001","0.001","0.000","0.033","0.009","0.003","0.001","0.003","0.000","0.027","0.025","0.024","0.008","0.000","0.009","0.000","0.000","0.005","0.012","0.008","0.005","0.002","0.002","0.001","0.000"
"773","0.015","0.010","0.003","0.003","0.002","0.000","0.001","0.001","0.000","0.000","0.008","0.005","0.000","0.003","0.044","0.002","0.001","0.000","0.042","0.001","0.001","0.000","0.026","0.007","0.004","0.001","0.002","0.000","0.016","0.023","0.036","0.008","0.000","0.006","0.000","0.000","0.005","0.015","0.007","0.006","0.001","0.002","0.001","0.000"
"774","0.012","0.006","0.004","0.002","0.002","0.001","0.001","0.001","0.000","0.000","0.007","0.006","0.000","0.004","0.040","0.002","0.001","0.000","0.035","0.001","0.001","0.000","0.027","0.008","0.003","0.001","0.003","0.000","0.034","0.029","0.033","0.006","0.000","0.007","0.000","0.000","0.005","0.015","0.007","0.005","0.001","0.002","0.001","0.000"
"775","0.012","0.008","0.003","0.003","0.001","0.001","0.001","0.001","0.000","0.000","0.009","0.004","0.000","0.004","0.040","0.002","0.001","0.000","0.029","0.001","0.001","0.000","0.034","0.008","0.004","0.001","0.002","0.000","0.035","0.025","0.026","0.011","0.000","0.010","0.000","0.000","0.004","0.013","0.007","0.006","0.001","0.002","0.001","0.000"
"776","0.013","0.008","0.003","0.003","0.002","0.000","0.002","0.001","0.000","0.000","0.007","0.007","0.000","0.003","0.034","0.002","0.001","0.000","0.035","0.001","0.001","0.000","0.028","0.008","0.005","0.001","0.004","0.000","0.032","0.020","0.022","0.012","0.000","0.008","0.000","0.000","0.004","0.018","0.007","0.006","0.001","0.002","0.001","0.000"
"777","0.015","0.007","0.003","0.002","0.002","0.001","0.001","0.001","0.000","0.000","0.006","0.006","0.000","0.004","0.031","0.002","0.001","0.000","0.035","0.002","0.001","0.000","0.022","0.007","0.003","0.002","0.003","0.000","0.026","0.029","0.032","0.008","0.000","0.007","0.000","0.000","0.004","0.014","0.005","0.007","0.002","0.002","0.000","0.000"
"778","0.015","0.011","0.003","0.002","0.003","0.000","0.001","0.001","0.000","0.000","0.006","0.005","0.000","0.004","0.028","0.002","0.001","0.000","0.041","0.001","0.001","0.000","0.029","0.009","0.004","0.002","0.003","0.000","0.027","0.023","0.027","0.008","0.000","0.009","0.000","0.000","0.005","0.013","0.006","0.006","0.001","0.002","0.001","0.000"
"779","0.012","0.009","0.003","0.002","0.002","0.000","0.001","0.001","0.000","0.000","0.007","0.005","0.000","0.005","0.034","0.003","0.001","0.000","0.033","0.002","0.001","0.001","0.034","0.007","0.005","0.001","0.003","0.000","0.019","0.023","0.030","0.008","0.000","0.008","0.000","0.000","0.004","0.014","0.007","0.006","0.001","0.001","0.001","0.000"
"780","0.012","0.005","0.002","0.002","0.002","0.001","0.001","0.001","0.000","0.000","0.008","0.004","0.000","0.004","0.036","0.002","0.001","0.000","0.037","0.001","0.001","0.000","0.031","0.009","0.003","0.001","0.003","0.000","0.030","0.034","0.024","0.010","0.000","0.009","0.000","0.000","0.004","0.011","0.007","0.005","0.001","0.002","0.000","0.000"
"781","0.013","0.006","0.004","0.003","0.002","0.000","0.001","0.001","0.000","0.000","0.008","0.005","0.000","0.005","0.033","0.002","0.001","0.000","0.045","0.001","0.001","0.000","0.021","0.009","0.005","0.001","0.004","0.000","0.024","0.030","0.030","0.008","0.000","0.010","0.000","0.000","0.004","0.013","0.007","0.007","0.002","0.002","0.001","0.000"
"782","0.012","0.008","0.003","0.003","0.002","0.001","0.001","0.002","0.000","0.000","0.008","0.004","0.000","0.004","0.039","0.002","0.001","0.000","0.043","0.001","0.001","0.001","0.030","0.009","0.003","0.001","0.004","0.000","0.035","0.030","0.031","0.009","0.000","0.012","0.000","0.000","0.003","0.012","0.005","0.005","0.001","0.002","0.001","0.000"
"783","0.011","0.010","0.003","0.003","0.002","0.000","0.001","0.001","0.000","0.000","0.006","0.006","0.000","0.004","0.031","0.002","0.001","0.000","0.035","0.001","0.001","0.001","0.036","0.007","0.004","0.001","0.004","0.000","0.025","0.028","0.028","0.009","0.000","0.009","0.000","0.000","0.004","0.018","0.006","0.005","0.001","0.002","0.001","0.000"
"784","0.017","0.009","0.004","0.003","0.002","0.000","0.001","0.001","0.000","0.000","0.010","0.007","0.000","0.004","0.035","0.002","0.001","0.000","0.028","0.002","0.001","0.000","0.024","0.006","0.004","0.001","0.003","0.000","0.027","0.029","0.029","0.009","0.000","0.007","0.000","0.000","0.004","0.011","0.006","0.005","0.001","0.002","0.001","0.000"
"785","0.015","0.009","0.003","0.003","0.002","0.000","0.001","0.001","0.000","0.000","0.005","0.004","0.000","0.003","0.033","0.002","0.001","0.000","0.044","0.001","0.001","0.000","0.029","0.009","0.004","0.001","0.004","0.000","0.027","0.029","0.024","0.012","0.000","0.007","0.000","0.000","0.005","0.011","0.005","0.008","0.001","0.002","0.001","0.000"
"786","0.015","0.007","0.003","0.002","0.002","0.001","0.001","0.001","0.000","0.000","0.006","0.004","0.000","0.004","0.043","0.001","0.001","0.000","0.032","0.001","0.001","0.000","0.022","0.009","0.004","0.001","0.003","0.000","0.022","0.028","0.033","0.008","0.000","0.009","0.000","0.000","0.005","0.010","0.009","0.005","0.001","0.002","0.000","0.000"
"787","0.015","0.008","0.003","0.002","0.002","0.000","0.001","0.001","0.000","0.000","0.008","0.005","0.000","0.004","0.043","0.002","0.001","0.000","0.030","0.002","0.001","0.001","0.029","0.009","0.004","0.001","0.003","0.000","0.029","0.027","0.018","0.008","0.000","0.010","0.000","0.000","0.004","0.017","0.009","0.004","0.001","0.002","0.001","0.000"
"788","0.012","0.006","0.003","0.003","0.002","0.000","0.001","0.001","0.000","0.000","0.009","0.006","0.000","0.003","0.036","0.002","0.001","0.000","0.035","0.001","0.001","0.000","0.033","0.006","0.004","0.001","0.003","0.000","0.028","0.030","0.033","0.009","0.000","0.008","0.000","0.000","0.004","0.012","0.010","0.005","0.001","0.002","0.001","0.000"
"789","0.015","0.009","0.004","0.002","0.002","0.000","0.001","0.001","0.000","0.000","0.008","0.004","0.000","0.003","0.047","0.002","0.001","0.000","0.032","0.001","0.001","0.001","0.022","0.009","0.004","0.001","0.003","0.000","0.026","0.028","0.022","0.010","0.000","0.006","0.000","0.000","0.005","0.010","0.008","0.007","0.001","0.002","0.000","0.000"
"790","0.013","0.007","0.003","0.002","0.002","0.000","0.001","0.001","0.000","0.000","0.010","0.004","0.000","0.003","0.044","0.002","0.001","0.000","0.034","0.001","0.001","0.000","0.030","0.009","0.004","0.001","0.003","0.000","0.027","0.030","0.021","0.008","0.000","0.011","0.000","0.000","0.004","0.012","0.009","0.005","0.001","0.002","0.000","0.000"
"791","0.013","0.007","0.004","0.003","0.002","0.001","0.002","0.001","0.000","0.000","0.007","0.006","0.000","0.004","0.033","0.002","0.001","0.000","0.028","0.002","0.001","0.000","0.022","0.010","0.004","0.001","0.003","0.000","0.026","0.036","0.024","0.010","0.000","0.008","0.000","0.000","0.004","0.015","0.010","0.007","0.001","0.002","0.001","0.000"
"792","0.014","0.007","0.002","0.002","0.002","0.001","0.001","0.001","0.000","0.000","0.005","0.006","0.000","0.004","0.034","0.002","0.001","0.000","0.035","0.001","0.001","0.000","0.030","0.009","0.005","0.001","0.004","0.000","0.026","0.024","0.030","0.009","0.000","0.010","0.000","0.000","0.004","0.016","0.006","0.007","0.001","0.001","0.001","0.000"
"793","0.014","0.008","0.003","0.003","0.002","0.000","0.001","0.001","0.000","0.000","0.009","0.005","0.000","0.004","0.039","0.002","0.001","0.000","0.034","0.001","0.001","0.000","0.027","0.010","0.003","0.001","0.003","0.000","0.030","0.028","0.033","0.008","0.000","0.008","0.000","0.000","0.004","0.013","0.004","0.008","0.002","0.001","0.001","0.000"
"794","0.013","0.009","0.002","0.002","0.002","0.000","0.001","0.001","0.000","0.000","0.008","0.004","0.000","0.004","0.044","0.002","0.001","0.000","0.037","0.002","0.001","0.000","0.029","0.008","0.004","0.002","0.004","0.000","0.031","0.033","0.029","0.009","0.000","0.009","0.000","0.000","0.004","0.015","0.009","0.008","0.001","0.002","0.001","0.000"
"795","0.010","0.008","0.004","0.003","0.002","0.001","0.001","0.001","0.000","0.000","0.006","0.003","0.000","0.003","0.036","0.002","0.001","0.000","0.031","0.001","0.001","0.001","0.027","0.009","0.004","0.001","0.003","0.000","0.022","0.028","0.028","0.007","0.000","0.008","0.000","0.000","0.004","0.011","0.006","0.006","0.002","0.002","0.001","0.000"
"796","0.012","0.006","0.003","0.003","0.002","0.001","0.001","0.001","0.000","0.000","0.009","0.005","0.000","0.003","0.040","0.002","0.001","0.000","0.029","0.001","0.001","0.000","0.023","0.006","0.004","0.001","0.003","0.000","0.028","0.031","0.028","0.009","0.000","0.008","0.000","0.000","0.003","0.013","0.007","0.008","0.001","0.001","0.000","0.000"
"797","0.011","0.006","0.003","0.003","0.002","0.001","0.001","0.001","0.000","0.000","0.009","0.005","0.000","0.004","0.050","0.002","0.001","0.000","0.033","0.002","0.001","0.000","0.026","0.006","0.004","0.001","0.002","0.000","0.031","0.028","0.026","0.013","0.000","0.009","0.000","0.000","0.004","0.012","0.009","0.006","0.001","0.002","0.001","0.000"
"798","0.012","0.008","0.003","0.002","0.002","0.000","0.001","0.001","0.000","0.000","0.008","0.005","0.000","0.005","0.042","0.002","0.001","0.000","0.031","0.002","0.001","0.000","0.024","0.009","0.004","0.001","0.003","0.000","0.030","0.027","0.040","0.010","0.000","0.005","0.000","0.000","0.004","0.012","0.006","0.005","0.001","0.002","0.001","0.000"
"799","0.016","0.008","0.004","0.002","0.001","0.000","0.001","0.001","0.000","0.000","0.009","0.004","0.000","0.004","0.037","0.002","0.001","0.000","0.033","0.002","0.001","0.001","0.030","0.009","0.004","0.002","0.004","0.000","0.027","0.024","0.028","0.008","0.000","0.008","0.000","0.000","0.005","0.013","0.008","0.006","0.001","0.001","0.001","0.000"
"800","0.011","0.007","0.003","0.002","0.002","0.000","0.001","0.002","0.000","0.000","0.007","0.007","0.000","0.004","0.033","0.002","0.001","0.000","0.041","0.001","0.001","0.001","0.031","0.007","0.004","0.001","0.003","0.000","0.030","0.029","0.032","0.008","0.000","0.009","0.000","0.000","0.004","0.013","0.006","0.005","0.002","0.001","0.001","0.000"
"801","0.011","0.009","0.003","0.002","0.002","0.000","0.001","0.001","0.000","0.000","0.010","0.006","0.000","0.005","0.032","0.002","0.001","0.000","0.029","0.002","0.001","0.000","0.021","0.008","0.005","0.002","0.002","0.000","0.025","0.030","0.027","0.006","0.000","0.009","0.000","0.000","0.004","0.011","0.008","0.006","0.002","0.002","0.000","0.000"
"802","0.016","0.009","0.003","0.003","0.002","0.001","0.001","0.001","0.000","0.000","0.008","0.005","0.000","0.003","0.033","0.002","0.001","0.000","0.038","0.001","0.001","0.000","0.027","0.007","0.004","0.002","0.003","0.000","0.026","0.027","0.027","0.008","0.000","0.007","0.000","0.000","0.004","0.018","0.006","0.005","0.001","0.002","0.001","0.000"
"803","0.015","0.007","0.003","0.002","0.002","0.001","0.001","0.001","0.000","0.000","0.008","0.003","0.000","0.003","0.031","0.002","0.001","0.000","0.029","0.002","0.001","0.000","0.026","0.009","0.004","0.001","0.003","0.000","0.024","0.028","0.025","0.009","0.000","0.010","0.000","0.000","0.004","0.013","0.007","0.006","0.001","0.002","0.000","0.000"
"804","0.011","0.008","0.004","0.002","0.002","0.001","0.001","0.001","0.000","0.000","0.008","0.004","0.000","0.004","0.032","0.002","0.001","0.000","0.042","0.002","0.001","0.000","0.022","0.007","0.004","0.001","0.003","0.000","0.037","0.025","0.035","0.010","0.000","0.008","0.000","0.000","0.006","0.012","0.007","0.007","0.001","0.002","0.001","0.000"
"805","0.014","0.008","0.003","0.003","0.002","0.000","0.001","0.001","0.000","0.000","0.007","0.005","0.000","0.003","0.029","0.002","0.001","0.000","0.034","0.002","0.001","0.000","0.025","0.010","0.004","0.002","0.003","0.000","0.023","0.028","0.027","0.008","0.000","0.008","0.000","0.000","0.004","0.014","0.007","0.005","0.001","0.001","0.001","0.000"
"806","0.015","0.008","0.003","0.003","0.002","0.000","0.001","0.001","0.000","0.000","0.009","0.005","0.000","0.004","0.033","0.002","0.001","0.000","0.028","0.001","0.001","0.000","0.028","0.008","0.004","0.001","0.003","0.000","0.026","0.024","0.030","0.010","0.000","0.006","0.000","0.000","0.005","0.012","0.006","0.006","0.001","0.002","0.001","0.000"
"807","0.015","0.008","0.003","0.002","0.002","0.001","0.002","0.001","0.000","0.000","0.010","0.005","0.000","0.004","0.037","0.002","0.001","0.000","0.038","0.001","0.001","0.000","0.022","0.007","0.004","0.001","0.004","0.000","0.023","0.019","0.028","0.008","0.000","0.009","0.000","0.000","0.004","0.011","0.008","0.004","0.002","0.002","0.001","0.000"
"808","0.015","0.007","0.004","0.003","0.002","0.001","0.001","0.001","0.000","0.000","0.007","0.006","0.000","0.004","0.028","0.002","0.001","0.000","0.037","0.001","0.001","0.000","0.024","0.011","0.004","0.001","0.003","0.000","0.029","0.032","0.030","0.009","0.000","0.010","0.000","0.000","0.004","0.010","0.007","0.007","0.001","0.001","0.001","0.000"
"809","0.013","0.006","0.004","0.003","0.001","0.001","0.001","0.001","0.000","0.000","0.007","0.007","0.000","0.003","0.032","0.002","0.001","0.000","0.038","0.001","0.001","0.000","0.028","0.009","0.004","0.001","0.003","0.000","0.026","0.031","0.028","0.010","0.000","0.009","0.000","0.000","0.004","0.016","0.009","0.006","0.001","0.002","0.001","0.000"
"810","0.013","0.009","0.004","0.002","0.002","0.001","0.001","0.001","0.000","0.000","0.008","0.006","0.000","0.003","0.051","0.002","0.001","0.000","0.043","0.002","0.001","0.000","0.030","0.008","0.004","0.001","0.003","0.000","0.023","0.023","0.027","0.009","0.000","0.008","0.000","0.000","0.004","0.011","0.006","0.006","0.002","0.001","0.001","0.000"
"811","0.014","0.006","0.002","0.002","0.002","0.001","0.001","0.001","0.000","0.000","0.008","0.004","0.000","0.004","0.024","0.002","0.001","0.000","0.034","0.001","0.001","0.000","0.029","0.009","0.004","0.001","0.003","0.000","0.033","0.027","0.020","0.011","0.000","0.007","0.000","0.000","0.004","0.016","0.007","0.006","0.001","0.002","0.001","0.000"
"812","0.012","0.008","0.004","0.002","0.002","0.000","0.001","0.001","0.000","0.000","0.010","0.005","0.000","0.003","0.027","0.002","0.001","0.000","0.034","0.001","0.001","0.000","0.032","0.009","0.004","0.001","0.003","0.000","0.018","0.033","0.033","0.009","0.000","0.010","0.000","0.000","0.004","0.011","0.007","0.005","0.001","0.001","0.001","0.000"
"813","0.014","0.007","0.004","0.002","0.002","0.001","0.001","0.001","0.000","0.000","0.007","0.006","0.000","0.005","0.039","0.001","0.001","0.000","0.027","0.001","0.001","0.001","0.030","0.008","0.004","0.001","0.003","0.000","0.029","0.030","0.026","0.008","0.000","0.008","0.000","0.000","0.004","0.009","0.006","0.006","0.001","0.002","0.001","0.000"
