Date,EUR BGN Curncy
3/23/2015 12:30,"1,0900"
3/23/2015 12:00,"1,0883"
3/23/2015 11:30,"1,0896"
3/23/2015 11:00,"1,0887"
3/23/2015 10:30,"1,0867"
3/23/2015 10:00,"1,0867"
3/23/2015 9:30,"1,0814"
3/23/2015 9:00,"1,0826"
3/23/2015 8:30,"1,0791"
3/23/2015 8:00,"1,0777"
3/23/2015 7:30,"1,0789"
3/23/2015 7:00,"1,0805"
3/23/2015 6:30,"1,0803"
3/23/2015 6:00,"1,0810"
3/23/2015 5:30,"1,0815"
3/23/2015 5:00,"1,0814"
3/23/2015 4:30,"1,0817"
3/23/2015 4:00,"1,0819"
3/23/2015 3:30,"1,0809"
3/23/2015 3:00,"1,0801"
3/23/2015 2:30,"1,0787"
3/23/2015 2:00,"1,0788"
3/23/2015 1:30,"1,0807"
3/23/2015 1:00,"1,0804"
3/23/2015 0:30,"1,0812"
3/23/2015 0:00,"1,0812"
3/22/2015 23:30,"1,0825"
3/22/2015 23:00,"1,0826"
3/22/2015 22:30,"1,0840"
3/22/2015 22:00,"1,0844"
3/22/2015 21:30,"1,0866"
3/22/2015 21:00,"1,0867"
3/22/2015 20:30,"1,0841"
3/22/2015 20:00,"1,0842"
3/22/2015 19:30,"1,0843"
3/22/2015 19:00,"1,0843"
3/22/2015 18:30,"1,0833"
3/22/2015 18:00,"1,0838"
3/20/2015 20:30,"1,0821"
3/20/2015 20:00,"1,0817"
3/20/2015 19:30,"1,0811"
3/20/2015 19:00,"1,0806"
3/20/2015 18:30,"1,0811"
3/20/2015 18:00,"1,0825"
3/20/2015 17:30,"1,0848"
3/20/2015 17:00,"1,0861"
3/20/2015 16:30,"1,0841"
3/20/2015 16:00,"1,0808"
3/20/2015 15:30,"1,0791"
3/20/2015 15:00,"1,0767"
3/20/2015 14:30,"1,0776"
3/20/2015 14:00,"1,0779"
3/20/2015 13:30,"1,0797"
3/20/2015 13:00,"1,0797"
3/20/2015 12:30,"1,0749"
3/20/2015 12:00,"1,0724"
3/20/2015 11:30,"1,0714"
3/20/2015 11:00,"1,0694"
3/20/2015 10:30,"1,0693"
3/20/2015 10:00,"1,0686"
3/20/2015 9:30,"1,0673"
3/20/2015 9:00,"1,0690"
3/20/2015 8:30,"1,0687"
3/20/2015 8:00,"1,0675"
3/20/2015 7:30,"1,0670"
3/20/2015 7:00,"1,0668"
3/20/2015 6:30,"1,0671"
3/20/2015 6:00,"1,0693"
3/20/2015 5:30,"1,0687"
3/20/2015 5:00,"1,0684"
3/20/2015 4:30,"1,0681"
3/20/2015 4:00,"1,0677"
3/20/2015 3:30,"1,0684"
3/20/2015 3:00,"1,0689"
3/20/2015 2:30,"1,0688"
3/20/2015 2:00,"1,0682"
3/20/2015 1:30,"1,0694"
3/20/2015 1:00,"1,0670"
3/20/2015 0:30,"1,0670"
3/20/2015 0:00,"1,0660"
3/19/2015 23:30,"1,0669"
3/19/2015 23:00,"1,0668"
3/19/2015 22:30,"1,0669"
3/19/2015 22:00,"1,0665"
3/19/2015 21:30,"1,0658"
3/19/2015 21:00,"1,0654"
3/19/2015 20:30,"1,0660"
3/19/2015 20:00,"1,0649"
3/19/2015 19:30,"1,0644"
3/19/2015 19:00,"1,0631"
3/19/2015 18:30,"1,0639"
3/19/2015 18:00,"1,0627"
3/19/2015 17:30,"1,0635"
3/19/2015 17:00,"1,0645"
3/19/2015 16:30,"1,0633"
3/19/2015 16:00,"1,0631"
3/19/2015 15:30,"1,0621"
3/19/2015 15:00,"1,0665"
3/19/2015 14:30,"1,0652"
3/19/2015 14:00,"1,0676"
3/19/2015 13:30,"1,0659"
3/19/2015 13:00,"1,0668"
3/19/2015 12:30,"1,0663"
3/19/2015 12:00,"1,0666"
3/19/2015 11:30,"1,0699"
3/19/2015 11:00,"1,0694"
3/19/2015 10:30,"1,0694"
3/19/2015 10:00,"1,0669"
3/19/2015 9:30,"1,0691"
3/19/2015 9:00,"1,0668"
3/19/2015 8:30,"1,0657"
3/19/2015 8:00,"1,0652"
3/19/2015 7:30,"1,0710"
3/19/2015 7:00,"1,0717"
3/19/2015 6:30,"1,0786"
3/19/2015 6:00,"1,0777"
3/19/2015 5:30,"1,0772"
3/19/2015 5:00,"1,0772"
3/19/2015 4:30,"1,0763"
3/19/2015 4:00,"1,0774"
3/19/2015 3:30,"1,0769"
3/19/2015 3:00,"1,0806"
3/19/2015 2:30,"1,0794"
3/19/2015 2:00,"1,0837"
3/19/2015 1:30,"1,0846"
3/19/2015 1:00,"1,0837"
3/19/2015 0:30,"1,0886"
3/19/2015 0:00,"1,0909"
3/18/2015 23:30,"1,0849"
3/18/2015 23:00,"1,0829"
3/18/2015 22:30,"1,0824"
3/18/2015 22:00,"1,0833"
3/18/2015 21:30,"1,0832"
3/18/2015 21:00,"1,0860"
3/18/2015 20:30,"1,0864"
3/18/2015 20:00,"1,0916"
3/18/2015 19:30,"1,0837"
3/18/2015 19:00,"1,0795"
3/18/2015 18:30,"1,0741"
3/18/2015 18:00,"1,0751"
3/18/2015 17:30,"1,0658"
3/18/2015 17:00,"1,0665"
3/18/2015 16:30,"1,0657"
3/18/2015 16:00,"1,0646"
3/18/2015 15:30,"1,0642"
3/18/2015 15:00,"1,0618"
3/18/2015 14:30,"1,0609"
3/18/2015 14:00,"1,0608"
3/18/2015 13:30,"1,0612"
3/18/2015 13:00,"1,0606"
3/18/2015 12:30,"1,0593"
3/18/2015 12:00,"1,0609"
3/18/2015 11:30,"1,0598"
3/18/2015 11:00,"1,0616"
3/18/2015 10:30,"1,0623"
3/18/2015 10:00,"1,0628"
3/18/2015 9:30,"1,0610"
3/18/2015 9:00,"1,0598"
3/18/2015 8:30,"1,0610"
3/18/2015 8:00,"1,0600"
3/18/2015 7:30,"1,0613"
3/18/2015 7:00,"1,0596"
3/18/2015 6:30,"1,0594"
3/18/2015 6:00,"1,0583"
3/18/2015 5:30,"1,0580"
3/18/2015 5:00,"1,0595"
3/18/2015 4:30,"1,0601"
3/18/2015 4:00,"1,0604"
3/18/2015 3:30,"1,0606"
3/18/2015 3:00,"1,0607"
3/18/2015 2:30,"1,0608"
3/18/2015 2:00,"1,0605"
3/18/2015 1:30,"1,0608"
3/18/2015 1:00,"1,0610"
3/18/2015 0:30,"1,0606"
3/18/2015 0:00,"1,0598"
3/17/2015 23:30,"1,0595"
3/17/2015 23:00,"1,0595"
3/17/2015 22:30,"1,0594"
3/17/2015 22:00,"1,0590"
3/17/2015 21:30,"1,0597"
3/17/2015 21:00,"1,0599"
3/17/2015 20:30,"1,0597"
3/17/2015 20:00,"1,0588"
3/17/2015 19:30,"1,0591"
3/17/2015 19:00,"1,0589"
3/17/2015 18:30,"1,0599"
3/17/2015 18:00,"1,0600"
3/17/2015 17:30,"1,0595"
3/17/2015 17:00,"1,0590"
3/17/2015 16:30,"1,0596"
3/17/2015 16:00,"1,0593"
3/17/2015 15:30,"1,0605"
3/17/2015 15:00,"1,0613"
3/17/2015 14:30,"1,0618"
3/17/2015 14:00,"1,0627"
3/17/2015 13:30,"1,0637"
3/17/2015 13:00,"1,0630"
3/17/2015 12:30,"1,0617"
3/17/2015 12:00,"1,0635"
3/17/2015 11:30,"1,0615"
3/17/2015 11:00,"1,0600"
3/17/2015 10:30,"1,0614"
3/17/2015 10:00,"1,0619"
3/17/2015 9:30,"1,0604"
3/17/2015 9:00,"1,0592"
3/17/2015 8:30,"1,0588"
3/17/2015 8:00,"1,0596"
3/17/2015 7:30,"1,0611"
3/17/2015 7:00,"1,0601"
3/17/2015 6:30,"1,0583"
3/17/2015 6:00,"1,0557"
3/17/2015 5:30,"1,0558"
3/17/2015 5:00,"1,0564"
3/17/2015 4:30,"1,0567"
3/17/2015 4:00,"1,0565"
3/17/2015 3:30,"1,0563"
3/17/2015 3:00,"1,0566"
3/17/2015 2:30,"1,0571"
3/17/2015 2:00,"1,0569"
3/17/2015 1:30,"1,0560"
3/17/2015 1:00,"1,0552"
3/17/2015 0:30,"1,0563"
3/17/2015 0:00,"1,0566"
3/16/2015 23:30,"1,0572"
3/16/2015 23:00,"1,0577"
3/16/2015 22:30,"1,0570"
3/16/2015 22:00,"1,0568"
3/16/2015 21:30,"1,0567"
3/16/2015 21:00,"1,0566"
3/16/2015 20:30,"1,0568"
3/16/2015 20:00,"1,0566"
3/16/2015 19:30,"1,0575"
3/16/2015 19:00,"1,0582"
3/16/2015 18:30,"1,0585"
3/16/2015 18:00,"1,0584"
3/16/2015 17:30,"1,0591"
3/16/2015 17:00,"1,0595"
3/16/2015 16:30,"1,0614"
3/16/2015 16:00,"1,0587"
3/16/2015 15:30,"1,0575"
3/16/2015 15:00,"1,0575"
3/16/2015 14:30,"1,0564"
3/16/2015 14:00,"1,0580"
3/16/2015 13:30,"1,0598"
3/16/2015 13:00,"1,0574"
3/16/2015 12:30,"1,0547"
3/16/2015 12:00,"1,0545"
3/16/2015 11:30,"1,0528"
3/16/2015 11:00,"1,0533"
3/16/2015 10:30,"1,0531"
3/16/2015 10:00,"1,0539"
3/16/2015 9:30,"1,0536"
3/16/2015 9:00,"1,0533"
3/16/2015 8:30,"1,0536"
3/16/2015 8:00,"1,0535"
3/16/2015 7:30,"1,0531"
3/16/2015 7:00,"1,0520"
3/16/2015 6:30,"1,0528"
3/16/2015 6:00,"1,0528"
3/16/2015 5:30,"1,0525"
3/16/2015 5:00,"1,0514"
3/16/2015 4:30,"1,0509"
3/16/2015 4:00,"1,0521"
3/16/2015 3:30,"1,0520"
3/16/2015 3:00,"1,0518"
3/16/2015 2:30,"1,0518"
3/16/2015 2:00,"1,0528"
3/16/2015 1:30,"1,0527"
3/16/2015 1:00,"1,0520"
3/16/2015 0:30,"1,0498"
3/16/2015 0:00,"1,0496"
3/15/2015 23:30,"1,0484"
3/15/2015 23:00,"1,0489"
3/15/2015 22:30,"1,0500"
3/15/2015 22:00,"1,0503"
3/15/2015 21:30,"1,0486"
3/15/2015 21:00,"1,0484"
3/15/2015 20:30,"1,0471"
3/15/2015 20:00,"1,0475"
3/15/2015 19:30,"1,0466"
3/15/2015 19:00,"1,0466"
3/15/2015 18:30,"1,0478"
3/15/2015 18:00,"1,0480"
3/13/2015 20:30,"1,0496"
3/13/2015 20:00,"1,0494"
3/13/2015 19:30,"1,0478"
3/13/2015 19:00,"1,0487"
3/13/2015 18:30,"1,0474"
3/13/2015 18:00,"1,0484"
3/13/2015 17:30,"1,0489"
3/13/2015 17:00,"1,0470"
3/13/2015 16:30,"1,0512"
3/13/2015 16:00,"1,0526"
3/13/2015 15:30,"1,0523"
3/13/2015 15:00,"1,0484"
3/13/2015 14:30,"1,0514"
3/13/2015 14:00,"1,0529"
3/13/2015 13:30,"1,0536"
3/13/2015 13:00,"1,0571"
3/13/2015 12:30,"1,0583"
3/13/2015 12:00,"1,0577"
3/13/2015 11:30,"1,0568"
3/13/2015 11:00,"1,0588"
3/13/2015 10:30,"1,0582"
3/13/2015 10:00,"1,0590"
3/13/2015 9:30,"1,0609"
3/13/2015 9:00,"1,0600"
3/13/2015 8:30,"1,0619"
3/13/2015 8:00,"1,0610"
3/13/2015 7:30,"1,0613"
3/13/2015 7:00,"1,0592"
3/13/2015 6:30,"1,0579"
3/13/2015 6:00,"1,0575"
3/13/2015 5:30,"1,0600"
3/13/2015 5:00,"1,0602"
3/13/2015 4:30,"1,0604"
3/13/2015 4:00,"1,0610"
3/13/2015 3:30,"1,0614"
3/13/2015 3:00,"1,0611"
3/13/2015 2:30,"1,0612"
3/13/2015 2:00,"1,0607"
3/13/2015 1:30,"1,0609"
3/13/2015 1:00,"1,0612"
3/13/2015 0:30,"1,0608"
3/13/2015 0:00,"1,0614"
3/12/2015 23:30,"1,0628"
3/12/2015 23:00,"1,0627"
3/12/2015 22:30,"1,0622"
3/12/2015 22:00,"1,0618"
3/12/2015 21:30,"1,0624"
3/12/2015 21:00,"1,0626"
3/12/2015 20:30,"1,0635"
3/12/2015 20:00,"1,0637"
3/12/2015 19:30,"1,0618"
3/12/2015 19:00,"1,0607"
3/12/2015 18:30,"1,0600"
3/12/2015 18:00,"1,0618"
3/12/2015 17:30,"1,0610"
3/12/2015 17:00,"1,0598"
3/12/2015 16:30,"1,0601"
3/12/2015 16:00,"1,0616"
3/12/2015 15:30,"1,0614"
3/12/2015 15:00,"1,0619"
3/12/2015 14:30,"1,0638"
3/12/2015 14:00,"1,0629"
3/12/2015 13:30,"1,0614"
3/12/2015 13:00,"1,0617"
3/12/2015 12:30,"1,0641"
3/12/2015 12:00,"1,0620"
3/12/2015 11:30,"1,0639"
3/12/2015 11:00,"1,0633"
3/12/2015 10:30,"1,0619"
3/12/2015 10:00,"1,0603"
3/12/2015 9:30,"1,0600"
3/12/2015 9:00,"1,0599"
3/12/2015 8:30,"1,0597"
3/12/2015 8:00,"1,0617"
3/12/2015 7:30,"1,0635"
3/12/2015 7:00,"1,0596"
3/12/2015 6:30,"1,0568"
3/12/2015 6:00,"1,0535"
3/12/2015 5:30,"1,0530"
3/12/2015 5:00,"1,0516"
3/12/2015 4:30,"1,0513"
3/12/2015 4:00,"1,0509"
3/12/2015 3:30,"1,0497"
3/12/2015 3:00,"1,0507"
3/12/2015 2:30,"1,0508"
3/12/2015 2:00,"1,0516"
3/12/2015 1:30,"1,0533"
3/12/2015 1:00,"1,0542"
3/12/2015 0:30,"1,0550"
3/12/2015 0:00,"1,0538"
3/11/2015 23:30,"1,0548"
3/11/2015 23:00,"1,0546"
3/11/2015 22:30,"1,0551"
3/11/2015 22:00,"1,0550"
3/11/2015 21:30,"1,0547"
3/11/2015 21:00,"1,0543"
3/11/2015 20:30,"1,0547"
3/11/2015 20:00,"1,0553"
3/11/2015 19:30,"1,0541"
3/11/2015 19:00,"1,0547"
3/11/2015 18:30,"1,0533"
3/11/2015 18:00,"1,0535"
3/11/2015 17:30,"1,0531"
3/11/2015 17:00,"1,0544"
3/11/2015 16:30,"1,0573"
3/11/2015 16:00,"1,0591"
3/11/2015 15:30,"1,0574"
3/11/2015 15:00,"1,0592"
3/11/2015 14:30,"1,0574"
3/11/2015 14:00,"1,0589"
3/11/2015 13:30,"1,0602"
3/11/2015 13:00,"1,0582"
3/11/2015 12:30,"1,0597"
3/11/2015 12:00,"1,0616"
3/11/2015 11:30,"1,0602"
3/11/2015 11:00,"1,0571"
3/11/2015 10:30,"1,0573"
3/11/2015 10:00,"1,0572"
3/11/2015 9:30,"1,0602"
3/11/2015 9:00,"1,0619"
3/11/2015 8:30,"1,0643"
3/11/2015 8:00,"1,0654"
3/11/2015 7:30,"1,0682"
3/11/2015 7:00,"1,0683"
3/11/2015 6:30,"1,0693"
3/11/2015 6:00,"1,0691"
3/11/2015 5:30,"1,0689"
3/11/2015 5:00,"1,0688"
3/11/2015 4:30,"1,0680"
3/11/2015 4:00,"1,0673"
3/11/2015 3:30,"1,0682"
3/11/2015 3:00,"1,0684"
3/11/2015 2:30,"1,0685"
3/11/2015 2:00,"1,0692"
3/11/2015 1:30,"1,0705"
3/11/2015 1:00,"1,0707"
3/11/2015 0:30,"1,0702"
3/11/2015 0:00,"1,0708"
3/10/2015 23:30,"1,0707"
3/10/2015 23:00,"1,0703"
3/10/2015 22:30,"1,0687"
3/10/2015 22:00,"1,0691"
3/10/2015 21:30,"1,0681"
3/10/2015 21:00,"1,0679"
3/10/2015 20:30,"1,0698"
3/10/2015 20:00,"1,0699"
3/10/2015 19:30,"1,0700"
3/10/2015 19:00,"1,0694"
3/10/2015 18:30,"1,0697"
3/10/2015 18:00,"1,0718"
3/10/2015 17:30,"1,0719"
3/10/2015 17:00,"1,0717"
3/10/2015 16:30,"1,0718"
3/10/2015 16:00,"1,0708"
